case_id,case_type,complexity_score,evidence_count,witness_count,lawyer_count,adjournment_history,judge_id,court_id,filing_date,priority_level,estimated_duration,adjourned_today
C1921,civil,8,75,2,1,0,J10,CR1,2018,low,111,yes
C1922,civil,6,45,0,2,1,J3,CR6,2023,medium,76,yes
C1923,criminal,8,66,4,2,2,J6,CR2,2020,high,129,no
C1924,civil,4,31,1,1,0,J11,CR10,2020,low,52,no
C1925,criminal,7,60,3,2,2,J1,CR7,2023,high,113,no
C1926,civil,8,58,3,1,0,J20,CR7,2022,medium,108,yes
C1927,civil,2,14,0,1,3,J11,CR4,2018,high,41,no
C1928,criminal,5,42,2,2,3,J18,CR9,2019,high,89,yes
C1929,criminal,5,42,3,3,0,J10,CR4,2020,high,76,yes
C1930,criminal,7,60,6,1,4,J19,CR9,2023,low,140,no
C1931,civil,1,5,1,1,3,J2,CR6,2019,medium,33,yes
C1932,civil,8,69,3,1,6,J10,CR10,2019,high,149,yes
C1933,civil,1,9,0,2,4,J1,CR4,2023,medium,36,no
C1934,criminal,9,68,5,3,1,J3,CR8,2019,high,137,no
C1935,criminal,9,69,5,2,5,J13,CR8,2019,high,161,yes
C1936,commercial,4,26,1,3,4,J9,CR2,2023,medium,74,no
C1937,criminal,6,45,1,1,4,J6,CR6,2021,low,99,no
C1938,criminal,6,56,6,1,5,J6,CR8,2020,medium,136,yes
C1939,criminal,7,61,1,3,7,J15,CR5,2023,medium,133,yes
C1940,criminal,2,19,0,3,1,J19,CR1,2020,low,31,no
C1941,commercial,2,14,3,2,0,J4,CR2,2021,low,38,no
C1942,commercial,1,11,2,3,3,J14,CR10,2018,medium,41,no
C1943,civil,2,14,1,2,3,J13,CR9,2023,medium,46,no
C1944,commercial,8,61,7,4,4,J16,CR10,2019,medium,153,no
C1945,criminal,7,55,2,1,1,J10,CR2,2019,medium,99,yes
C1946,commercial,7,54,2,2,3,J2,CR9,2022,low,111,no
C1947,commercial,1,2,0,2,0,J19,CR10,2022,high,30,no
C1948,criminal,10,86,6,3,3,J6,CR3,2019,high,171,no
C1949,civil,7,52,5,2,2,J5,CR1,2018,high,119,yes
C1950,commercial,8,58,2,2,5,J14,CR4,2022,low,133,no
C1951,commercial,2,10,0,2,1,J5,CR10,2018,high,30,no
C1952,commercial,7,50,4,3,0,J3,CR2,2022,medium,101,yes
C1953,criminal,1,4,0,3,3,J18,CR6,2023,medium,30,no
C1954,commercial,5,41,3,2,3,J15,CR1,2022,low,93,no
C1955,commercial,6,41,3,2,6,J19,CR9,2018,medium,119,no
C1956,civil,7,58,3,2,4,J14,CR3,2020,high,124,yes
C1957,commercial,1,7,0,2,0,J19,CR2,2020,medium,30,no
C1958,commercial,5,42,1,3,0,J4,CR5,2018,medium,66,no
C1959,criminal,1,1,3,3,0,J14,CR5,2021,low,30,no
C1960,criminal,9,66,4,3,3,J19,CR10,2020,medium,143,yes
C1961,civil,5,42,1,1,3,J9,CR7,2019,low,84,yes
C1962,commercial,8,62,2,3,5,J13,CR1,2023,low,135,yes
C1963,criminal,6,51,3,3,6,J8,CR1,2020,high,124,no
C1964,criminal,1,7,0,3,0,J12,CR1,2021,medium,30,no
C1965,criminal,3,24,3,3,3,J10,CR5,2020,medium,69,no
C1966,commercial,4,27,2,2,1,J4,CR4,2019,low,61,yes
C1967,commercial,2,20,0,3,1,J15,CR6,2019,medium,32,no
C1968,criminal,1,1,3,2,3,J20,CR2,2022,medium,41,yes
C1969,civil,6,45,4,2,2,J14,CR8,2018,medium,102,no
C1970,criminal,4,25,3,2,2,J2,CR9,2020,low,71,no
C1971,civil,5,42,0,2,3,J10,CR9,2021,medium,79,no
C1972,commercial,3,27,0,3,1,J19,CR1,2019,medium,43,yes
C1973,civil,8,54,1,1,6,J2,CR4,2023,low,132,yes
C1974,civil,7,48,2,2,4,J12,CR4,2021,medium,114,yes
C1975,criminal,4,34,0,1,0,J17,CR7,2018,medium,49,no
C1976,civil,2,17,1,1,1,J1,CR4,2022,medium,35,no
C1977,commercial,3,19,4,3,0,J15,CR3,2023,low,53,no
C1978,criminal,1,7,2,2,0,J19,CR9,2021,medium,30,no
C1979,civil,9,71,2,2,4,J9,CR2,2020,medium,141,yes
C1980,criminal,3,23,3,1,1,J2,CR3,2020,medium,56,no
C1981,civil,9,76,4,1,2,J8,CR4,2021,medium,142,no
C1982,criminal,9,68,4,1,3,J14,CR9,2019,medium,144,yes
C1983,commercial,10,78,4,2,6,J1,CR8,2021,high,175,no
C1984,commercial,6,54,3,3,2,J6,CR10,2019,medium,102,no
C1985,civil,7,64,3,1,0,J9,CR10,2021,low,103,no
C1986,criminal,4,34,2,2,0,J9,CR7,2021,low,59,no
C1987,criminal,1,3,0,3,2,J15,CR5,2022,low,30,no
C1988,criminal,1,8,0,2,1,J17,CR10,2018,medium,30,no
C1989,civil,10,69,5,2,7,J1,CR9,2022,low,181,no
C1990,criminal,1,13,1,2,0,J18,CR10,2023,high,30,no
C1991,criminal,3,21,1,2,5,J4,CR8,2019,high,69,yes
C1992,criminal,6,51,2,2,0,J11,CR5,2018,medium,83,yes
C1993,commercial,2,16,1,3,0,J10,CR4,2023,low,30,no
C1994,civil,3,30,0,1,2,J2,CR10,2019,low,51,no
C1995,criminal,10,71,5,2,8,J5,CR1,2020,high,188,yes
C1996,criminal,7,66,1,2,3,J9,CR7,2018,medium,112,yes
C1997,commercial,3,29,0,4,3,J2,CR10,2019,low,56,no
C1998,commercial,9,62,4,2,2,J7,CR6,2018,high,135,no
C1999,civil,3,18,3,2,0,J18,CR8,2023,low,48,no
C2000,commercial,9,65,4,3,2,J12,CR9,2018,low,136,yes
C2001,civil,10,84,4,2,1,J18,CR3,2020,high,148,yes
C2002,criminal,1,8,0,1,0,J5,CR5,2021,low,30,no
C2003,commercial,2,23,0,3,0,J6,CR6,2019,low,30,no
C2004,civil,9,68,3,2,7,J12,CR4,2021,low,163,no
C2005,criminal,1,11,1,1,0,J14,CR6,2023,high,30,no
C2006,commercial,5,33,4,4,0,J10,CR8,2023,high,76,no
C2007,criminal,5,40,5,1,3,J2,CR10,2022,medium,103,no
C2008,commercial,10,76,4,3,1,J3,CR8,2022,low,144,no
C2009,commercial,6,46,4,3,0,J4,CR7,2022,low,91,no
C2010,criminal,1,5,1,1,0,J2,CR3,2020,medium,30,no
C2011,civil,3,27,2,2,1,J11,CR7,2020,medium,53,no
C2012,criminal,1,1,1,3,3,J5,CR6,2023,low,31,no
C2013,civil,7,52,6,1,5,J3,CR8,2023,low,142,yes
C2014,civil,9,67,3,1,4,J11,CR1,2018,high,144,yes
C2015,criminal,2,9,2,1,0,J7,CR3,2018,high,30,no
C2016,civil,6,44,1,2,0,J16,CR2,2019,low,75,yes
C2017,criminal,1,1,1,1,1,J14,CR7,2022,low,30,no
C2018,criminal,5,41,1,1,4,J13,CR1,2019,low,89,yes
C2019,civil,7,52,3,2,4,J12,CR1,2018,low,121,no
C2020,commercial,3,26,3,2,1,J7,CR1,2021,low,58,no
C2021,commercial,4,30,3,2,0,J8,CR4,2021,high,62,no
C2022,criminal,2,13,1,1,4,J10,CR3,2023,high,51,yes
C2023,commercial,9,66,6,3,5,J19,CR5,2018,low,165,yes
C2024,civil,8,61,5,1,0,J10,CR5,2019,high,119,yes
C2025,commercial,2,1,1,3,0,J20,CR9,2018,high,30,no
C2026,commercial,10,77,2,2,5,J5,CR6,2020,low,158,no
C2027,criminal,2,11,0,1,0,J12,CR4,2021,low,30,no
C2028,criminal,5,33,2,3,4,J1,CR4,2018,low,90,yes
C2029,civil,4,42,1,2,0,J7,CR1,2020,low,58,no
C2030,civil,8,54,4,2,4,J4,CR6,2018,low,135,no
C2031,civil,10,82,6,2,5,J13,CR5,2023,low,181,no
C2032,commercial,6,48,3,4,3,J2,CR10,2021,medium,105,no
C2033,commercial,7,54,3,2,2,J4,CR1,2021,medium,110,yes
C2034,civil,4,28,2,1,2,J14,CR8,2020,medium,68,no
C2035,commercial,1,2,0,3,0,J9,CR8,2019,high,30,no
C2036,civil,7,56,4,2,3,J1,CR5,2019,high,122,yes
C2037,civil,9,65,5,1,6,J17,CR5,2021,low,165,yes
C2038,commercial,9,76,5,3,2,J5,CR7,2021,medium,147,no
C2039,civil,5,40,2,2,3,J17,CR10,2020,medium,88,yes
C2040,civil,6,51,0,2,0,J4,CR8,2020,medium,73,yes
C2041,civil,6,47,1,1,4,J9,CR9,2022,high,100,no
C2042,criminal,3,30,0,3,0,J14,CR5,2021,medium,39,no
C2043,commercial,1,18,0,2,0,J16,CR4,2020,medium,30,no
C2044,criminal,9,69,3,3,5,J11,CR4,2018,low,151,yes
C2045,commercial,7,53,3,2,4,J3,CR2,2020,medium,121,no
C2046,commercial,6,47,3,3,2,J16,CR3,2022,low,98,no
C2047,commercial,7,58,2,4,6,J3,CR2,2019,low,131,no
C2048,commercial,8,65,4,4,7,J8,CR8,2021,low,158,no
C2049,criminal,9,74,4,1,5,J9,CR8,2019,high,159,yes
C2050,civil,8,64,5,1,3,J2,CR5,2018,medium,139,yes
C2051,commercial,10,83,1,2,6,J11,CR7,2020,medium,162,no
C2052,civil,10,88,6,1,5,J2,CR1,2019,low,184,no
C2053,commercial,4,30,2,3,1,J6,CR6,2020,medium,63,no
C2054,criminal,4,36,1,2,1,J20,CR5,2019,low,61,no
C2055,civil,4,19,0,1,5,J12,CR6,2018,high,71,yes
C2056,criminal,1,4,0,3,0,J13,CR8,2018,medium,30,no
C2057,criminal,1,13,0,2,1,J16,CR7,2018,low,30,no
C2058,civil,1,7,0,1,0,J4,CR3,2022,high,30,no
C2059,civil,4,36,3,2,0,J6,CR2,2021,medium,65,no
C2060,commercial,5,40,3,4,1,J16,CR10,2022,high,81,no
C2061,civil,2,15,1,2,0,J20,CR7,2021,medium,30,no
C2062,commercial,9,65,3,4,3,J1,CR3,2019,low,137,yes
C2063,criminal,9,68,4,2,2,J4,CR7,2023,low,138,yes
C2064,civil,1,1,0,1,3,J9,CR6,2020,medium,30,yes
C2065,commercial,1,13,0,3,1,J17,CR10,2023,medium,30,no
C2066,civil,8,68,2,1,3,J11,CR9,2023,low,126,yes
C2067,commercial,9,77,2,4,5,J20,CR2,2019,medium,150,yes
C2068,commercial,8,65,2,2,2,J8,CR8,2023,medium,118,yes
C2069,commercial,3,21,3,3,3,J13,CR3,2023,high,67,no
C2070,commercial,7,65,5,4,2,J20,CR1,2022,low,125,yes
C2071,civil,5,31,2,1,3,J17,CR8,2018,low,83,no
C2072,civil,7,58,0,1,4,J3,CR8,2019,low,109,yes
C2073,criminal,9,66,2,3,8,J9,CR1,2022,low,163,yes
C2074,commercial,5,45,0,4,0,J13,CR7,2021,low,62,no
C2075,civil,8,61,2,2,3,J15,CR8,2022,low,122,no
C2076,criminal,5,36,2,3,0,J3,CR8,2022,medium,68,no
C2077,civil,1,11,0,1,0,J16,CR1,2018,low,30,no
C2078,criminal,10,78,7,2,2,J2,CR9,2020,high,166,yes
C2079,civil,9,78,5,1,1,J20,CR10,2022,high,142,no
C2080,commercial,10,83,2,2,4,J18,CR4,2020,medium,155,yes
C2081,criminal,6,45,2,2,0,J11,CR6,2018,high,80,no
C2082,civil,1,13,0,1,1,J15,CR6,2018,high,30,no
C2083,commercial,6,52,5,3,4,J20,CR8,2019,medium,123,no
C2084,criminal,3,22,1,1,4,J15,CR2,2018,high,64,yes
C2085,commercial,8,59,5,4,4,J8,CR1,2023,medium,142,yes
C2086,commercial,7,61,3,2,4,J10,CR9,2021,medium,125,yes
C2087,commercial,5,34,3,4,2,J4,CR1,2023,high,84,no
C2088,criminal,1,9,0,2,1,J5,CR7,2018,medium,30,no
C2089,commercial,3,14,3,3,0,J7,CR4,2020,high,46,yes
C2090,criminal,2,22,0,1,2,J7,CR8,2019,low,39,no
C2091,civil,5,37,2,1,1,J11,CR2,2018,high,74,no
C2092,civil,5,36,4,2,1,J19,CR2,2018,low,84,no
C2093,criminal,4,36,3,3,0,J15,CR10,2020,medium,65,no
C2094,civil,8,61,7,1,5,J16,CR1,2020,medium,159,yes
C2095,civil,6,42,4,2,3,J18,CR7,2020,medium,107,no
C2096,criminal,7,56,6,3,4,J17,CR3,2023,medium,138,no
C2097,civil,4,21,4,2,3,J5,CR2,2020,medium,80,no
C2098,commercial,3,24,0,2,0,J20,CR6,2022,medium,36,no
C2099,criminal,1,5,1,1,0,J14,CR10,2020,high,30,no
C2100,civil,1,3,1,1,1,J9,CR7,2022,medium,30,no
C2101,criminal,6,46,3,1,5,J15,CR3,2018,high,116,yes
C2102,commercial,6,46,0,2,4,J17,CR5,2021,low,95,no
C2103,commercial,3,18,3,2,0,J11,CR9,2018,medium,48,no
C2104,civil,7,53,3,2,2,J7,CR10,2023,low,109,no
C2105,commercial,7,56,4,2,3,J12,CR3,2018,medium,122,no
C2106,commercial,5,42,1,4,2,J6,CR9,2021,medium,78,no
C2107,commercial,8,58,5,2,4,J11,CR2,2018,low,142,no
C2108,commercial,5,38,5,4,3,J16,CR10,2022,low,102,no
C2109,commercial,9,75,4,2,4,J14,CR9,2019,high,153,yes
C2110,criminal,5,45,1,1,2,J1,CR9,2019,medium,79,yes
C2111,criminal,5,41,2,3,3,J5,CR1,2020,low,88,no
C2112,civil,7,52,2,2,5,J9,CR3,2019,medium,122,no
C2113,commercial,3,21,1,2,3,J9,CR3,2018,medium,57,no
C2114,commercial,10,78,5,2,2,J10,CR4,2021,medium,156,no
C2115,civil,3,30,3,1,2,J12,CR8,2018,low,66,yes
C2116,commercial,7,54,1,4,3,J18,CR4,2022,low,106,no
C2117,commercial,3,27,2,3,1,J13,CR4,2020,medium,53,no
C2118,commercial,3,32,5,4,1,J10,CR1,2022,medium,71,no
C2119,criminal,3,20,0,1,1,J14,CR6,2019,high,40,no
C2120,civil,3,35,0,1,4,J1,CR5,2021,medium,65,yes
C2121,criminal,10,78,3,1,6,J8,CR6,2019,high,170,no
C2122,commercial,4,35,2,2,4,J20,CR4,2023,low,83,no
C2123,civil,9,79,2,2,6,J10,CR8,2022,high,157,yes
C2124,commercial,5,45,1,4,3,J3,CR3,2023,low,85,no
C2125,commercial,9,71,2,4,6,J17,CR2,2023,low,153,yes
C2126,criminal,6,58,3,3,0,J9,CR9,2021,medium,92,yes
C2127,civil,4,33,1,2,1,J19,CR5,2018,low,59,yes
C2128,criminal,1,11,1,3,0,J5,CR1,2022,medium,30,no
C2129,criminal,2,14,0,1,2,J20,CR1,2019,medium,35,no
C2130,commercial,10,85,5,4,4,J20,CR5,2021,low,171,yes
C2131,commercial,4,25,0,3,1,J18,CR6,2022,low,50,yes
C2132,commercial,1,7,2,2,0,J11,CR9,2020,low,30,no
C2133,civil,8,73,4,1,6,J17,CR2,2023,medium,156,no
C2134,civil,7,49,4,2,3,J14,CR9,2019,medium,118,no
C2135,civil,7,46,2,1,2,J12,CR4,2019,low,101,no
C2136,commercial,10,77,3,4,6,J11,CR6,2020,medium,169,yes
C2137,civil,8,55,4,2,5,J20,CR9,2022,medium,141,yes
C2138,commercial,4,29,0,3,1,J1,CR2,2018,medium,52,no
C2139,criminal,3,20,0,3,0,J8,CR10,2022,medium,34,no
C2140,civil,1,15,0,2,0,J2,CR6,2022,high,30,no
C2141,civil,5,49,2,1,4,J13,CR5,2020,low,98,no
C2142,criminal,1,5,2,3,1,J1,CR9,2020,medium,30,no
C2143,criminal,1,13,1,1,3,J17,CR9,2022,medium,37,no
C2144,civil,4,31,0,1,0,J10,CR4,2023,medium,47,no
C2145,civil,7,58,0,2,5,J4,CR3,2018,low,115,no
C2146,commercial,6,57,4,2,2,J18,CR1,2021,high,108,no
C2147,civil,10,74,4,2,5,J7,CR7,2020,low,167,no
C2148,civil,8,66,4,2,5,J18,CR7,2023,low,147,no
C2149,civil,7,58,1,1,4,J5,CR1,2021,high,114,yes
C2150,criminal,5,43,2,1,0,J2,CR2,2018,medium,71,yes
C2151,civil,9,72,5,1,6,J9,CR9,2022,low,169,yes
C2152,civil,8,63,1,1,3,J9,CR7,2023,medium,118,yes
C2153,commercial,9,79,5,4,5,J13,CR7,2019,medium,166,yes
C2154,criminal,2,11,0,3,2,J4,CR9,2022,high,33,yes
C2155,commercial,8,69,1,2,5,J20,CR2,2019,medium,133,no
C2156,commercial,2,15,2,2,2,J2,CR2,2019,high,45,no
C2157,commercial,6,35,4,3,2,J4,CR5,2020,low,97,no
C2158,criminal,10,72,4,2,6,J20,CR2,2020,low,172,yes
C2159,criminal,2,18,2,1,0,J13,CR7,2022,low,35,no
C2160,civil,2,20,0,1,0,J16,CR3,2023,high,30,no
C2161,civil,3,33,4,2,1,J13,CR9,2018,low,66,no
C2162,commercial,9,72,4,2,3,J5,CR5,2021,medium,146,no
C2163,commercial,6,54,6,3,4,J12,CR1,2020,high,129,no
C2164,commercial,8,63,3,2,2,J5,CR2,2019,low,122,yes
C2165,commercial,1,10,1,4,2,J20,CR7,2018,low,30,no
C2166,civil,2,17,3,2,0,J10,CR4,2018,medium,39,no
C2167,commercial,2,15,1,4,0,J12,CR4,2018,medium,30,no
C2168,commercial,6,47,4,3,0,J17,CR3,2022,high,91,yes
C2169,civil,10,80,4,1,2,J20,CR5,2021,high,152,yes
C2170,civil,10,77,7,1,5,J19,CR1,2020,medium,183,no
C2171,commercial,4,38,3,3,3,J15,CR9,2019,low,84,yes
C2172,commercial,10,75,7,4,3,J3,CR5,2020,low,170,yes
C2173,commercial,9,77,4,3,4,J19,CR8,2022,low,154,no
C2174,criminal,9,70,5,1,8,J5,CR4,2023,low,180,yes
C2175,commercial,6,57,2,2,1,J3,CR4,2022,medium,92,yes
C2176,criminal,10,78,6,1,2,J11,CR10,2018,medium,161,yes
C2177,commercial,6,55,3,4,2,J19,CR3,2018,low,102,no
C2178,criminal,2,18,0,2,3,J11,CR7,2022,medium,43,yes
C2179,criminal,9,69,3,3,0,J8,CR4,2023,low,121,no
C2180,commercial,7,55,3,2,4,J14,CR5,2019,low,122,no
C2181,civil,3,21,2,2,0,J11,CR8,2018,low,44,no
C2182,criminal,3,21,2,3,0,J10,CR8,2018,high,44,no
C2183,civil,10,77,5,2,3,J20,CR2,2023,low,161,no
C2184,civil,6,53,1,1,4,J18,CR4,2023,low,103,yes
C2185,commercial,1,17,0,2,1,J3,CR2,2019,low,30,no
C2186,commercial,1,7,0,3,0,J1,CR10,2019,medium,30,no
C2187,commercial,10,86,4,4,3,J7,CR1,2018,low,161,yes
C2188,commercial,9,67,4,3,5,J18,CR8,2022,medium,155,yes
C2189,civil,5,30,3,2,3,J12,CR7,2023,low,88,yes
C2190,commercial,1,13,0,3,0,J10,CR3,2022,low,30,no
C2191,commercial,5,35,3,4,2,J3,CR7,2021,high,84,yes
C2192,civil,2,12,0,2,0,J8,CR10,2018,low,30,no
C2193,commercial,5,43,0,2,5,J5,CR8,2021,low,91,yes
C2194,commercial,7,50,4,4,4,J19,CR3,2019,low,125,no
C2195,criminal,9,66,5,1,5,J12,CR1,2021,high,160,yes
C2196,criminal,10,80,3,2,7,J8,CR2,2022,medium,177,yes
C2197,civil,10,78,7,2,7,J2,CR4,2019,high,196,yes
C2198,criminal,7,65,0,2,2,J13,CR8,2020,medium,100,no
C2199,civil,3,21,0,2,3,J2,CR6,2019,low,52,yes
C2200,commercial,2,12,0,3,0,J9,CR5,2018,medium,30,no
C2201,commercial,8,69,6,2,4,J6,CR7,2020,medium,152,no
C2202,criminal,8,72,3,2,1,J19,CR2,2019,medium,121,no
C2203,criminal,4,31,1,2,3,J8,CR9,2022,medium,70,no
C2204,criminal,7,58,3,1,6,J16,CR8,2023,low,136,no
C2205,civil,9,71,3,1,4,J17,CR3,2018,high,146,yes
C2206,civil,9,79,5,2,7,J3,CR9,2023,medium,178,yes
C2207,civil,3,22,1,2,0,J5,CR3,2018,medium,40,yes
C2208,commercial,3,14,1,4,2,J4,CR4,2020,medium,48,no
C2209,criminal,8,56,5,2,4,J4,CR8,2021,medium,141,no
C2210,criminal,9,74,4,1,6,J7,CR10,2020,medium,165,yes
C2211,criminal,8,67,5,3,3,J1,CR4,2022,medium,140,yes
C2212,commercial,10,80,5,3,2,J19,CR3,2022,low,157,yes
C2213,commercial,7,54,3,4,3,J2,CR10,2021,low,116,yes
C2214,civil,7,54,4,1,2,J9,CR3,2022,medium,115,no
C2215,criminal,10,82,3,1,4,J20,CR10,2022,low,160,yes
C2216,commercial,1,1,0,2,0,J10,CR2,2020,medium,30,no
C2217,commercial,5,39,2,3,1,J16,CR8,2022,medium,75,yes
C2218,criminal,1,13,0,2,0,J20,CR3,2018,medium,30,no
C2219,civil,7,51,2,2,4,J20,CR9,2018,low,115,yes
C2220,commercial,7,61,4,3,2,J11,CR8,2020,medium,118,no
C2221,civil,3,16,0,1,0,J8,CR7,2020,medium,32,no
C2222,civil,10,87,5,1,5,J1,CR4,2021,medium,178,yes
C2223,commercial,5,39,2,3,0,J14,CR3,2019,low,69,no
C2224,civil,4,32,2,1,0,J16,CR10,2018,high,58,no
C2225,commercial,3,25,0,3,0,J17,CR2,2023,low,36,yes
C2226,commercial,6,46,3,2,2,J5,CR10,2019,low,98,no
C2227,civil,9,77,1,1,4,J14,CR9,2022,low,139,yes
C2228,civil,7,54,1,2,7,J17,CR7,2020,medium,130,yes
C2229,criminal,5,39,3,1,2,J13,CR6,2020,medium,86,no
C2230,commercial,9,66,4,2,6,J19,CR2,2021,medium,161,yes
C2231,criminal,8,70,2,2,7,J16,CR4,2021,high,151,no
C2232,civil,7,51,3,1,3,J10,CR10,2018,medium,114,no
C2233,criminal,10,81,4,3,5,J9,CR4,2021,medium,170,yes
C2234,commercial,9,76,4,4,3,J1,CR10,2021,high,148,yes
C2235,commercial,9,70,4,3,5,J1,CR7,2021,low,157,yes
C2236,commercial,3,29,0,2,1,J11,CR7,2020,low,44,no
C2237,civil,4,31,1,1,0,J14,CR10,2019,medium,52,no
C2238,commercial,5,30,3,4,3,J14,CR10,2022,medium,88,yes
C2239,criminal,5,47,2,1,1,J13,CR4,2020,low,79,no
C2240,commercial,5,43,3,3,2,J16,CR3,2023,medium,88,no
C2241,commercial,9,77,2,2,4,J16,CR5,2022,medium,144,no
C2242,commercial,2,14,0,3,3,J12,CR7,2021,high,41,no
C2243,commercial,9,72,3,4,5,J4,CR4,2023,medium,153,yes
C2244,commercial,6,48,4,2,4,J6,CR2,2020,high,116,yes
C2245,criminal,10,76,4,1,7,J11,CR9,2021,low,180,yes
C2246,commercial,9,62,4,4,1,J2,CR3,2022,low,129,yes
C2247,commercial,3,32,1,3,2,J1,CR2,2019,medium,57,no
C2248,criminal,4,24,2,2,1,J20,CR7,2023,low,60,yes
C2249,criminal,5,45,6,2,2,J8,CR6,2020,medium,104,yes
C2250,civil,7,59,2,2,3,J13,CR7,2019,low,113,no
C2251,commercial,7,48,2,2,2,J10,CR10,2021,low,102,yes
C2252,civil,7,57,1,2,1,J16,CR8,2023,low,95,yes
C2253,commercial,5,48,3,3,7,J17,CR5,2018,low,121,yes
C2254,commercial,10,74,1,2,3,J17,CR9,2018,medium,140,no
C2255,commercial,5,44,0,2,3,J6,CR1,2019,medium,80,no
C2256,commercial,2,11,3,3,3,J1,CR3,2021,low,54,yes
C2257,criminal,3,29,0,2,0,J13,CR6,2021,medium,38,no
C2258,criminal,8,64,6,1,3,J19,CR4,2018,low,144,yes
C2259,commercial,5,41,1,3,1,J3,CR2,2023,low,71,no
C2260,commercial,3,24,0,4,3,J18,CR10,2020,medium,54,no
C2261,criminal,5,39,3,3,1,J8,CR10,2023,high,80,no
C2262,criminal,4,39,0,2,1,J13,CR10,2022,high,57,yes
C2263,civil,9,71,5,1,1,J14,CR9,2018,low,138,yes
C2264,civil,5,34,1,1,2,J17,CR5,2023,medium,74,no
C2265,civil,7,62,2,1,6,J17,CR5,2018,low,133,no
C2266,commercial,10,77,6,2,6,J9,CR8,2022,low,184,no
C2267,commercial,5,49,2,2,0,J16,CR4,2023,medium,74,no
C2268,criminal,4,13,2,2,5,J15,CR10,2023,medium,78,no
C2269,criminal,2,15,3,2,1,J4,CR5,2023,medium,44,yes
C2270,commercial,8,66,2,4,6,J8,CR4,2023,medium,143,no
C2271,criminal,1,6,1,3,3,J12,CR9,2020,low,34,no
C2272,commercial,8,69,2,2,6,J9,CR4,2022,low,144,yes
C2273,criminal,8,64,4,3,7,J11,CR2,2022,low,158,yes
C2274,civil,7,60,2,1,3,J16,CR6,2019,medium,114,yes
C2275,commercial,9,69,4,3,1,J9,CR3,2018,medium,132,no
C2276,commercial,10,79,6,4,5,J7,CR8,2022,low,179,yes
C2277,civil,9,71,2,2,3,J8,CR5,2023,medium,135,yes
C2278,civil,5,47,0,1,4,J8,CR10,2022,low,87,yes
C2279,civil,2,23,0,1,0,J4,CR2,2023,medium,30,no
C2280,commercial,10,69,6,3,4,J16,CR10,2021,low,168,yes
C2281,commercial,4,28,0,4,1,J2,CR8,2021,low,52,no
C2282,criminal,9,61,4,2,4,J16,CR10,2021,low,146,no
C2283,criminal,8,64,1,2,3,J6,CR9,2023,low,119,yes
C2284,civil,8,62,4,1,3,J19,CR3,2020,low,133,yes
C2285,criminal,9,78,4,1,3,J16,CR9,2023,medium,149,yes
C2286,criminal,10,74,5,3,3,J13,CR3,2022,low,160,yes
C2287,civil,2,14,0,2,0,J17,CR8,2023,medium,30,no
C2288,civil,8,62,5,2,3,J1,CR4,2022,high,138,yes
C2289,civil,6,44,0,2,3,J11,CR6,2022,low,88,no
C2290,criminal,2,6,2,2,2,J6,CR9,2019,low,41,no
C2291,criminal,6,49,3,1,0,J16,CR10,2020,low,87,yes
C2292,civil,9,75,5,1,5,J16,CR7,2020,medium,164,yes
C2293,commercial,4,40,0,3,3,J12,CR6,2022,medium,70,no
C2294,criminal,9,77,6,1,1,J15,CR3,2020,medium,146,yes
C2295,commercial,8,69,5,4,8,J8,CR2,2023,high,171,yes
C2296,civil,2,1,2,1,0,J18,CR7,2021,low,30,no
C2297,civil,5,34,2,1,4,J5,CR3,2018,medium,91,no
C2298,civil,2,22,4,1,0,J6,CR7,2018,low,47,no
C2299,commercial,1,21,0,4,0,J17,CR9,2023,high,30,no
C2300,criminal,3,17,2,3,1,J10,CR5,2020,medium,48,no
C2301,commercial,9,66,6,3,4,J2,CR7,2022,low,159,yes
C2302,civil,4,27,4,1,2,J2,CR4,2019,low,77,no
C2303,criminal,1,5,1,1,3,J4,CR8,2023,low,33,no
C2304,criminal,6,38,0,1,2,J12,CR6,2023,medium,79,no
C2305,criminal,10,78,7,3,5,J12,CR1,2020,low,184,yes
C2306,criminal,8,66,4,2,4,J20,CR4,2023,low,141,yes
C2307,commercial,7,57,4,4,5,J18,CR3,2023,low,134,no
C2308,criminal,9,69,5,1,5,J12,CR6,2019,medium,161,yes
C2309,criminal,7,42,5,1,5,J15,CR2,2019,medium,132,yes
C2310,criminal,10,83,7,2,2,J15,CR3,2019,low,168,no
C2311,commercial,10,89,5,2,8,J11,CR7,2021,low,197,yes
C2312,commercial,7,63,3,3,2,J13,CR2,2019,low,114,yes
C2313,criminal,2,21,0,3,0,J8,CR6,2019,medium,30,no
C2314,criminal,7,61,6,3,4,J9,CR10,2019,low,140,no
C2315,criminal,1,18,0,3,1,J15,CR6,2019,medium,30,no
C2316,commercial,4,33,0,4,0,J15,CR7,2021,medium,48,yes
C2317,civil,10,84,7,1,4,J5,CR4,2019,high,181,yes
C2318,commercial,10,88,5,4,5,J3,CR4,2022,medium,179,yes
C2319,civil,2,2,0,2,2,J4,CR2,2019,high,30,no
C2320,criminal,4,31,1,2,0,J18,CR1,2021,medium,52,yes
C2321,criminal,9,66,2,3,3,J17,CR2,2022,low,133,yes
C2322,commercial,8,59,2,4,3,J5,CR2,2023,low,121,no
C2323,criminal,5,39,4,3,6,J10,CR4,2020,high,115,yes
